timestamp_ms,x,y,z,new_x,new_y,new_z,height_m,rpm
1750863504465,0.544166,3.19958,0.5,0.544166,3.19958,0.5,0.659166,3000
1750863504510,0.604149,3.23771,0.5,0.604149,3.23771,0.5,0.719149,3000
1750863504556,0.516413,3.29278,0.5,0.516413,3.29278,0.5,0.631413,3000
1750863504604,0.545372,3.42124,0.5,0.545372,3.42124,0.5,0.660372,3000
1750863504652,0.46113,3.49341,0.5,0.46113,3.49341,0.5,0.57613,3000
1750863504697,0.56567,3.60289,0.5,0.56567,3.60289,0.5,0.68067,3000
1750863504747,0.451642,3.61368,0.5,0.451642,3.61368,0.5,0.566642,3000
1750863504796,0.61486,3.63981,0.5,0.61486,3.63981,0.5,0.72986,3000
1750863504856,0.545443,3.6636,0.5,0.545443,3.6636,0.5,0.660443,3000
1750863504905,0.49771,3.8229,0.5,0.49771,3.8229,0.5,0.61271,3000
1750863504952,0.43204,3.72838,0.5,0.43204,3.72838,0.5,0.54704,3000
1750863505001,0.412619,3.77873,0.5,0.412619,3.77873,0.5,0.527619,3000
1750863505048,0.597636,3.83819,0.5,0.597636,3.83819,0.5,0.712636,3000
1750863505100,0.542994,3.81403,0.5,0.542994,3.81403,0.5,0.657994,3000
1750863505149,0.47154,3.85291,0.5,0.47154,3.85291,0.5,0.58654,3000
1750863505199,0.574814,3.87455,0.5,0.574814,3.87455,0.5,0.689814,3000
1750863505249,0.483936,3.8758,0.5,0.483936,3.8758,0.5,0.598936,3000
1750863505300,0.645435,3.9214,0.5,0.645435,3.9214,0.5,0.760435,3000
1750863508416,0.591796,3.92612,0.5,0.591796,3.92612,0.5,0.706796,3000
1750863508465,0.456489,4.07614,0.5,0.456489,4.07614,0.5,0.571489,3000
1750863508516,0.532767,4.27213,0.5,0.532767,4.27213,0.5,0.647767,3000
1750863508560,0.555142,3.96659,0.5,0.555142,3.96659,0.5,0.670142,3000
1750863508607,0.481448,3.87026,0.5,0.481448,3.87026,0.5,0.596448,3000
1750863508664,0.525003,3.9276,0.5,0.525003,3.9276,0.5,0.640003,3000
1750863508714,0.531638,3.94478,0.5,0.531638,3.94478,0.5,0.646638,3000
1750863508758,0.498611,3.86117,0.5,0.498611,3.86117,0.5,0.613611,3000
1750863508810,0.442748,3.83865,0.5,0.442748,3.83865,0.5,0.557748,3000
1750863508858,0.357039,3.88186,0.5,0.357039,3.88186,0.5,0.472039,3000
1750863508907,0.51833,3.82817,0.5,0.51833,3.82817,0.5,0.63333,3000
1750863509008,0.466879,3.91592,0.5,0.466879,3.91592,0.5,0.581879,3000
1750863509061,0.387563,3.86818,0.5,0.387563,3.86818,0.5,0.502563,3000
1750863509109,0.399702,3.83518,0.5,0.399702,3.83518,0.5,0.514702,3000
1750863509160,0.362687,3.86233,0.5,0.362687,3.86233,0.5,0.477687,3000
1750863509210,0.444957,3.8979,0.5,0.444957,3.8979,0.5,0.559957,3000
1750863509259,0.299173,3.88603,0.5,0.299173,3.88603,0.5,0.414173,3000
1750863509321,0.481093,3.88882,0.5,0.481093,3.88882,0.5,0.596093,3000
1750863509364,0.401017,3.84836,0.5,0.401017,3.84836,0.5,0.516017,3000
1750863509410,0.462288,4.27072,0.5,0.462288,4.27072,0.5,0.577288,3000
1750863509462,0.453553,3.97158,0.5,0.453553,3.97158,0.5,0.568553,3000
1750863509513,0.442731,4.13123,0.5,0.442731,4.13123,0.5,0.557731,3000
1750863509563,0.342332,3.89207,0.5,0.342332,3.89207,0.5,0.457332,3000
1750863509609,0.458234,3.82905,0.5,0.458234,3.82905,0.5,0.573234,3000
1750863509662,0.428423,3.8755,0.5,0.428423,3.8755,0.5,0.543423,3000
1750863509712,0.463097,3.88791,0.5,0.463097,3.88791,0.5,0.578097,3000
1750863509760,0.37656,3.84167,0.5,0.37656,3.84167,0.5,0.49156,3000
1750863509814,0.351693,3.80595,0.5,0.351693,3.80595,0.5,0.466693,3000
1750863509864,0.396922,3.91744,0.5,0.396922,3.91744,0.5,0.511922,3000
1750863509913,0.378352,4.25953,0.5,0.378352,4.25953,0.5,0.493352,3000
1750863509960,0.503891,3.86677,0.5,0.503891,3.86677,0.5,0.618891,3000
1750863510012,0.44186,3.82743,0.5,0.44186,3.82743,0.5,0.55686,3000
1750863510063,0.588214,3.82154,0.5,0.588214,3.82154,0.5,0.703214,3000
1750863510113,0.431443,4.06551,0.5,0.431443,4.06551,0.5,0.546443,3000
1750863510163,0.402649,3.79072,0.5,0.402649,3.79072,0.5,0.517649,3000
1750863510226,0.277496,3.82872,0.5,0.277496,3.82872,0.5,0.392496,3000
1750863510278,0.448835,3.88381,0.5,0.448835,3.88381,0.5,0.563835,3000
1750863510328,0.444188,3.8763,0.5,0.444188,3.8763,0.5,0.559188,3000
1750863510371,0.374515,3.81135,0.5,0.374515,3.81135,0.5,0.489515,3000
1750863510415,0.43163,4.32766,0.5,0.43163,4.32766,0.5,0.54663,3000
1750863510468,0.480152,3.83201,0.5,0.480152,3.83201,0.5,0.595152,3000
1750863510513,0.440575,3.80774,0.5,0.440575,3.80774,0.5,0.555575,3000
1750863510562,0.479278,3.84701,0.5,0.479278,3.84701,0.5,0.594278,3000
1750863510616,0.520089,3.86063,0.5,0.520089,3.86063,0.5,0.635089,3000
1750863510664,0.43787,3.84603,0.5,0.43787,3.84603,0.5,0.55287,3000
1750863510715,0.479205,3.83589,0.5,0.479205,3.83589,0.5,0.594205,3000
1750863510763,0.431669,4.23412,0.5,0.431669,4.23412,0.5,0.546669,3000
1750863510817,0.467207,3.83988,0.5,0.467207,3.83988,0.5,0.582207,3000
1750863510866,0.414644,3.92196,0.5,0.414644,3.92196,0.5,0.529644,3000
1750863510918,0.328249,3.79123,0.5,0.328249,3.79123,0.5,0.443249,3000
1750863510968,0.434983,3.79243,0.5,0.434983,3.79243,0.5,0.549983,3000
1750863511015,0.376396,3.74574,0.5,0.376396,3.74574,0.5,0.491396,3000
1750863511066,0.397646,3.80607,0.5,0.397646,3.80607,0.5,0.512646,3000
1750863511119,0.305563,3.83589,0.5,0.305563,3.83589,0.5,0.420563,3000
1750863511165,0.281297,3.7362,0.5,0.281297,3.7362,0.5,0.396297,3000
1750863511215,0.377105,3.82842,0.5,0.377105,3.82842,0.5,0.492105,3000
1750863511270,0.392032,3.67794,0.5,0.392032,3.67794,0.5,0.507032,3000
1750863511326,0.330967,3.72947,0.5,0.330967,3.72947,0.5,0.445967,3000
1750863511370,0.365516,3.70495,0.5,0.365516,3.70495,0.5,0.480516,3000
1750863511420,0.320528,3.63971,0.5,0.320528,3.63971,0.5,0.435528,3000
1750863511468,0.339287,3.60949,0.5,0.339287,3.60949,0.5,0.454287,3000
1750863511519,0.395979,3.62766,0.5,0.395979,3.62766,0.5,0.510979,3000
1750863511566,0.306724,3.66898,0.5,0.306724,3.66898,0.5,0.421724,3000
1750863511617,0.175195,3.6027,0.5,0.175195,3.6027,0.5,0.290195,3000
1750863511666,0.226105,3.55918,0.5,0.226105,3.55918,0.5,0.341105,3000
1750863511718,0.312252,3.48234,0.5,0.312252,3.48234,0.5,0.427252,3000
1750863511765,0.176748,3.43089,0.5,0.176748,3.43089,0.5,0.291748,3000
1750863511827,0.140582,3.3666,0.5,0.140582,3.3666,0.5,0.255582,3000
1750863511872,0.185442,3.28489,0.5,0.185442,3.28489,0.5,0.300442,3000
1750863511918,0.0836652,3.24006,0.5,0.0836652,3.24006,0.5,0.198665,3000
1750863511967,-0.00462286,3.40086,0.5,-0.00462286,3.40086,0.5,0.110377,3000
1750863512019,-0.117321,3.12952,0.5,-0.117321,3.12952,0.5,-0.00232141,3000
1750863512069,-0.150892,3.11211,0.5,-0.150892,3.11211,0.5,-0.0358919,3000
1750863512120,-0.117565,3.06872,0.5,-0.117565,3.06872,0.5,-0.00256528,3000
1750863512172,-0.165261,3.04387,0.5,-0.165261,3.04387,0.5,-0.0502611,3000
1750863512219,-0.191929,3.0515,0.5,-0.191929,3.0515,0.5,-0.0769289,3000
1750863512267,-0.212796,3.06581,0.5,-0.212796,3.06581,0.5,-0.097796,3000
1750863512322,-0.250046,3.03579,0.5,-0.250046,3.03579,0.5,-0.135046,3000
1750863512373,-0.296354,3.05337,0.5,-0.296354,3.05337,0.5,-0.181354,3000
1750863512421,-0.278307,3.04564,0.5,-0.278307,3.04564,0.5,-0.163307,3000
