frame_id,timestamp_ms,ball_u,ball_v,aruco_u,aruco_v
1565,1750951896227,-999,-999,816,874.5
1566,1750951896284,-999,-999,816,873.75
1567,1750951896329,-999,-999,816.25,873
1568,1750951896378,-999,-999,816.25,874.75
1569,1750951896429,-999,-999,816.5,873.75
1570,1750951896477,-999,-999,815.75,874.5
1571,1750951896528,-999,-999,816.75,873.75
1572,1750951896583,-999,-999,815.5,873
1573,1750951896628,-999,-999,815.25,874
1574,1750951896680,-999,-999,816.75,873.5
1575,1750951896731,-999,-999,815.25,874.5
1576,1750951896778,-999,-999,816.25,874.5
1577,1750951896831,-999,-999,816.5,873.75
1578,1750951896879,-999,-999,815.5,874.5
1579,1750951896929,-999,-999,816.25,873.5
1580,1750951896984,-999,-999,815,873.5
1581,1750951897032,-999,-999,817,874
1582,1750951897079,-999,-999,817,874
1583,1750951897129,-999,-999,816,873.75
1584,1750951897178,-999,-999,817,874
1585,1750951897230,-999,-999,816.75,874.25
1586,1750951897279,-999,-999,816,873.75
1587,1750951897329,-999,-999,816,873.5
1588,1750951897379,-999,-999,815.5,873
1589,1750951897432,-999,-999,816.5,874.5
1590,1750951897479,-999,-999,815.75,873.25
1591,1750951897532,-999,-999,816.25,873
1592,1750951897580,-999,-999,817,873.75
1593,1750951897644,-999,-999,815.5,874.75
1594,1750951897683,-999,-999,816.5,873
1595,1750951897730,-999,-999,816.5,874.25
1596,1750951897794,-999,-999,816.5,873.25
1597,1750951897834,-999,-999,815.75,873.5
1598,1750951897885,-999,-999,816,874
1599,1750951897931,-999,-999,814.75,874.25
1600,1750951897981,-999,-999,816.5,873.75
1601,1750951898037,-999,-999,815.25,874.75
1602,1750951898082,-999,-999,816,874.25
1603,1750951898132,-999,-999,816.75,874.25
1604,1750951898190,-999,-999,816.75,873.75
1605,1750951898232,-999,-999,815.75,874
1606,1750951898282,-999,-999,816.25,874.25
1607,1750951898336,-999,-999,816,874.5
1608,1750951898382,-999,-999,816.5,874.75
1609,1750951898437,-999,-999,816.25,874.75
1610,1750951898483,-999,-999,817.25,874
