frame_id,timestamp_ms,ball_u,ball_v,aruco_u,aruco_v
110,1750951470978,-999,-999,816.5,875
111,1750951471103,-999,-999,815.75,875
112,1750951471234,-999,-999,815.75,874
113,1750951471364,-999,-999,815.75,873.75
114,1750951471494,-999,-999,816.75,873.5
115,1750951471623,-999,-999,816,875.25
116,1750951471756,-999,-999,814.5,874.25
117,1750951471881,-999,-999,816.25,874
118,1750951472006,-999,-999,815.75,873.5
119,1750951472135,-999,-999,816,874.25
120,1750951472258,-999,-999,816.25,874.25
121,1750951472381,-999,-999,815.25,873.75
122,1750951472505,-999,-999,815.5,874.25
123,1750951472634,-999,-999,815.25,873.25
124,1750951472758,-999,-999,816.5,873.75
125,1750951472886,-999,-999,816.25,874
126,1750951473015,-999,-999,815.25,874
127,1750951473144,-999,-999,816.75,873.25
128,1750951473272,-999,-999,815.75,874
129,1750951473400,-999,-999,815.5,873.75
130,1750951473532,-999,-999,816.75,873.25
131,1750951473654,-999,-999,815.25,873
132,1750951473782,-999,-999,816.5,873.75
133,1750951473912,-999,-999,816.25,874
134,1750951474042,-999,-999,815.75,873.5
135,1750951474170,-999,-999,814.25,873
136,1750951474297,-999,-999,815.25,874.25
137,1750951474426,-999,-999,816.25,873.75
138,1750951474550,-999,-999,816.25,874
139,1750951474675,-999,-999,816,874.25
140,1750951474804,-999,-999,814.75,874
141,1750951474936,-999,-999,815.5,875.25
142,1750951475072,-999,-999,815.25,874
143,1750951475199,-999,-999,815,874.25
144,1750951475325,-999,-999,816.5,873
145,1750951475455,-999,-999,815.75,874.25
146,1750951475583,-999,-999,816.25,874.5
147,1750951475708,-999,-999,816.25,874.25
148,1750951475832,-999,-999,817.25,874.25
149,1750951475959,-999,-999,816.25,873.25
150,1750951476088,-999,-999,817,873.25
151,1750951476212,-999,-999,815.25,874.5
152,1750951476340,-999,-999,815.75,872.75
153,1750951476465,-999,-999,816,873.5
154,1750951476593,-999,-999,816,874.75
155,1750951476724,170.732,332.57,816.25,874.25
156,1750951476847,266.062,241.785,816.75,872.75
157,1750951476980,-999,-999,816.5,873.25
158,1750951477112,435.276,127.777,815.75,874.25
159,1750951477243,526.881,107.289,816.25,874
160,1750951477377,587.749,118.266,816.25,873.75
161,1750951477501,680.09,154.122,814.75,873
162,1750951477632,769.279,247.238,816.5,873.75
163,1750951477763,830.585,300.528,816,873.5
164,1750951477895,923.258,441.968,816,874.5
165,1750951478027,984.056,546.337,816.25,872.5
166,1750951478151,1077.12,734.89,816.5,873.75
167,1750951478277,1122.44,741.621,815.75,873.75
168,1750951478401,-999,-999,816,873.25
169,1750951478526,1211.09,500.97,817,875
170,1750951478658,1264.72,404.197,815.25,874
171,1750951478790,1296.11,377.985,815.75,873.25
172,1750951478913,1303.44,407.229,816.25,874.25
173,1750951479038,1314.84,476.947,815.5,873.75
174,1750951479169,-999,-999,816,873.5
175,1750951479292,-999,-999,816,873.75
176,1750951479421,1344.43,758.774,816.75,874
