frame_id,timestamp_ms,ball_u,ball_v,aruco_u,aruco_v
1396,1750951707039,-999,-999,815.75,873.75
1397,1750951707091,-999,-999,815.5,874.25
1398,1750951707146,-999,-999,816.5,874
1399,1750951707191,-999,-999,816.5,874
1400,1750951707240,-999,-999,815.75,873.75
1401,1750951707294,-999,-999,816.5,873.75
1402,1750951707339,-999,-999,816.75,874.5
1403,1750951707389,-999,-999,816.25,873.5
1404,1750951707440,-999,-999,816.5,873.5
1405,1750951707490,-999,-999,815.75,874.25
1406,1750951707539,-999,-999,816.25,874.25
1407,1750951707590,-999,-999,817.25,873
1408,1750951707640,-999,-999,815.25,874
1409,1750951707691,-999,-999,816.75,873.5
1410,1750951707740,-999,-999,816,872.75
1411,1750951707792,-999,-999,816.5,874
1412,1750951707841,-999,-999,815.75,874
1413,1750951707891,-999,-999,815.25,873
1414,1750951707947,-999,-999,816,874.5
1415,1750951707991,-999,-999,815.25,875
1416,1750951708041,-999,-999,817.25,874
1417,1750951708092,-999,-999,815.5,874
1418,1750951708142,-999,-999,815,875.25
1419,1750951708191,-999,-999,815,874.5
1420,1750951708242,-999,-999,816.25,874.5
1421,1750951708296,-999,-999,815,874
1422,1750951708342,-999,-999,816.5,873.5
1423,1750951708392,-999,-999,815.5,873.25
1424,1750951708448,-999,-999,817,874.25
1425,1750951708492,-999,-999,816,873.75
1426,1750951708542,-999,-999,817,874
1427,1750951708592,-999,-999,816.75,875.25
1428,1750951708642,-999,-999,815.5,873.75
1429,1750951708693,-999,-999,816.5,874
1430,1750951708743,-999,-999,816.5,873.75
1431,1750951708795,-999,-999,816.25,874
1432,1750951708843,-999,-999,814.75,873.25
1433,1750951708894,-999,-999,815.75,874
1434,1750951708943,-999,-999,817,874.25
1435,1750951708997,-999,-999,816.25,873.25
1436,1750951709043,-999,-999,816.75,873.75
1437,1750951709096,-999,-999,816,874.25
1438,1750951709145,-999,-999,815.5,875
1439,1750951709195,-999,-999,816.25,874.5
1440,1750951709244,-999,-999,815,873.25
1441,1750951709295,-999,-999,816.75,874.5
1442,1750951709344,-999,-999,816.25,873.75
1443,1750951709403,-999,-999,816,873.5
1444,1750951709447,-999,-999,817,873.75
1445,1750951709503,-999,-999,816,873.25
1446,1750951709545,-999,-999,815.5,873.5
1447,1750951709595,-999,-999,815.75,875.5
1448,1750951709646,-999,-999,816.25,873.5
1449,1750951709696,-999,-999,815,874.25
1450,1750951709746,-999,-999,816.5,874
1451,1750951709808,-999,-999,816.5,874
1452,1750951709851,-999,-999,816,873.25
1453,1750951709897,-999,-999,817,874
1454,1750951709947,-999,-999,816,873.5
1455,1750951710005,-999,-999,816.75,874
1456,1750951710054,-999,-999,816,873.5
1457,1750951710097,-999,-999,816,873.5
1458,1750951710147,-999,-999,816.5,873.5
1459,1750951710196,-999,-999,816.5,873.75
1460,1750951710248,-999,-999,817,873.75
1461,1750951710298,-999,-999,816.25,874
1462,1750951710347,-999,-999,816.75,874
1463,1750951710398,-999,-999,817.5,873.5
1464,1750951710451,-999,-999,816,873.75
1465,1750951710498,-999,-999,817,874.5
1466,1750951710547,-999,-999,816.75,874.25
1467,1750951710600,-999,-999,817,873.75
1468,1750951710648,-999,-999,817,874
1469,1750951710710,-999,-999,817.25,873.75
1470,1750951710752,-999,-999,815.25,874.25
1471,1750951710800,-999,-999,816.25,873.75
1472,1750951710849,-999,-999,817,874.5
1473,1750951710910,-999,-999,815.5,874
1474,1750951710951,-999,-999,816.5,874.5
1475,1750951710999,-999,-999,816.25,873.75
1476,1750951711049,-999,-999,815.5,874
1477,1750951711100,-999,-999,816.5,874.25
1478,1750951711150,-999,-999,816.75,874.75
1479,1750951711199,-999,-999,816.5,873.25
1480,1750951711250,-999,-999,816.5,873.5
1481,1750951711306,-999,-999,816,874.5
1482,1750951711349,-999,-999,816.25,873.25
1483,1750951711407,-999,-999,816,874
1484,1750951711451,-999,-999,816.25,874.25
