frame_id,timestamp_ms,ball_u,ball_v,aruco_u,aruco_v
478,1750951661016,-999,-999,815.5,874.25
479,1750951661069,-999,-999,815,874.25
480,1750951661117,-999,-999,816.75,874.5
481,1750951661169,-999,-999,816,873.75
482,1750951661216,-999,-999,816,873.75
483,1750951661269,-999,-999,816.5,873.25
484,1750951661317,-999,-999,815.5,873
485,1750951661367,-999,-999,816.5,875.5
486,1750951661417,-999,-999,815.75,873.75
487,1750951661473,-999,-999,816,873
488,1750951661517,-999,-999,815.75,873.25
489,1750951661570,-999,-999,816,874.25
490,1750951661620,-999,-999,817,873.5
491,1750951661668,-999,-999,815.75,873.5
492,1750951661719,-999,-999,816.5,873.5
493,1750951661771,-999,-999,815.25,873.5
494,1750951661818,-999,-999,816.25,873.5
495,1750951661868,-999,-999,816.25,873.75
496,1750951661918,-999,-999,817,873.25
497,1750951661969,-999,-999,814.5,875
498,1750951662018,-999,-999,816.25,874.25
499,1750951662076,-999,-999,816.5,873.5
500,1750951662119,-999,-999,815,874
501,1750951662169,-999,-999,816.5,874.25
502,1750951662219,-999,-999,815,874.75
503,1750951662269,-999,-999,816.25,874.25
504,1750951662322,-999,-999,816.25,874.5
505,1750951662370,-999,-999,816.5,874
506,1750951662419,-999,-999,816.75,873.25
507,1750951662469,-999,-999,815.5,873.25
508,1750951662521,-999,-999,816,873.75
509,1750951662570,-999,-999,816.75,874.75
510,1750951662622,-999,-999,816,874.25
511,1750951662670,-999,-999,817,873.75
512,1750951662720,-999,-999,816,873.75
513,1750951662771,-999,-999,815.25,873.5
514,1750951662827,-999,-999,816.75,874.25
515,1750951662870,-999,-999,816,873
516,1750951662924,-999,-999,816.25,874
517,1750951662973,-999,-999,815,873.75
518,1750951663022,-999,-999,815.5,874
519,1750951663071,-999,-999,815.75,874.5
520,1750951663121,-999,-999,816.25,874.75
521,1750951663171,-999,-999,816.75,875
522,1750951663225,-999,-999,815.5,874.5
523,1750951663275,-999,-999,816.5,873.75
524,1750951663322,-999,-999,816.75,873.5
525,1750951663372,-999,-999,816,873
526,1750951663422,-999,-999,815.75,874.25
527,1750951663472,-999,-999,816,872.75
528,1750951663523,-999,-999,816.25,873.25
529,1750951663589,-999,-999,816.75,873.5
530,1750951663630,-999,-999,816,872.75
531,1750951663672,-999,-999,815.75,874.25
532,1750951663723,-999,-999,816,873.75
533,1750951663773,-999,-999,816.5,874.25
534,1750951663824,-999,-999,815.5,874.5
535,1750951663874,-999,-999,817,873.5
536,1750951663932,-999,-999,816.5,874.75
537,1750951663975,-999,-999,816,873.5
538,1750951664024,-999,-999,817.25,874.5
539,1750951664074,-999,-999,816.5,873.25
540,1750951664125,-999,-999,816.75,873.25
541,1750951664174,-999,-999,815.5,874.5
542,1750951664226,-999,-999,816,874
543,1750951664274,-999,-999,816.25,873.75
544,1750951664324,-999,-999,815.5,873.5
545,1750951664375,-999,-999,815.75,874.5
546,1750951664425,-999,-999,816,873.75
547,1750951664475,-999,-999,816.5,874.75
548,1750951664525,-999,-999,816,874
549,1750951664576,-999,-999,817.25,874.5
550,1750951664631,-999,-999,816.25,873
551,1750951664676,-999,-999,815.5,874.5
552,1750951664725,-999,-999,816.5,873.75
553,1750951664776,-999,-999,816.25,873.25
