frame_id,timestamp_ms,ball_u,ball_v,aruco_u,aruco_v
162,1750951812456,-999,-999,814.75,874.25
163,1750951812499,-999,-999,816.5,873.25
164,1750951812549,-999,-999,816,873
165,1750951812605,-999,-999,816.5,873.75
166,1750951812648,-999,-999,816.25,873.75
167,1750951812699,-999,-999,816.75,873.25
168,1750951812748,-999,-999,815.75,874.25
169,1750951812799,-999,-999,816,873
170,1750951812849,-999,-999,816.25,874.25
171,1750951812905,-999,-999,817,874.5
172,1750951812949,-999,-999,816,873.25
173,1750951813008,-999,-999,815.75,873.75
174,1750951813049,-999,-999,815.25,874.5
175,1750951813100,-999,-999,816,875
176,1750951813150,-999,-999,815,874.5
177,1750951813205,-999,-999,816,874
178,1750951813251,-999,-999,815.5,874.25
179,1750951813303,-999,-999,816,874
180,1750951813350,-999,-999,816.5,875.25
181,1750951813413,-999,-999,816.25,873.75
182,1750951813451,-999,-999,816,873.75
183,1750951813644,-999,-999,816.25,873.5
184,1750951813767,-999,-999,815.25,873.5
185,1750951813893,-999,-999,816,872.75
186,1750951814019,-999,-999,815.5,874.25
187,1750951814147,-999,-999,815.75,873.5
188,1750951814276,-999,-999,816,873.75
189,1750951814396,-999,-999,816,874.5
190,1750951814519,-999,-999,817.25,874
191,1750951814644,-999,-999,816.5,873.5
192,1750951814770,-999,-999,816.25,873.75
193,1750951814891,-999,-999,817,873
194,1750951815012,-999,-999,815,874.5
195,1750951815135,-999,-999,816,874
196,1750951815261,-999,-999,815.75,874.5
197,1750951815390,-999,-999,817.5,873.5
198,1750951815512,-999,-999,817,875.75
199,1750951815638,-999,-999,815.5,872.75
200,1750951815767,-999,-999,816.25,874
201,1750951815895,-999,-999,816.25,872.75
202,1750951816021,-999,-999,815,874
203,1750951816150,-999,-999,814.75,874.25
204,1750951816277,-999,-999,816.75,875
205,1750951816399,-999,-999,816.5,874.25
206,1750951816520,-999,-999,815.25,875.25
207,1750951816645,-999,-999,816.5,872.75
208,1750951816773,-999,-999,816,875
209,1750951816900,-999,-999,816.75,873.75
210,1750951817025,-999,-999,817,874.75
211,1750951817151,-999,-999,816,874.75
212,1750951817277,-999,-999,816.25,874.25
213,1750951817404,-999,-999,816.5,874
214,1750951817530,-999,-999,816,874.75
215,1750951817658,-999,-999,815.75,874
216,1750951817792,-999,-999,816,873
217,1750951817915,-999,-999,815.75,873.25
218,1750951818038,-999,-999,815.75,875
219,1750951818164,-999,-999,816,874.25
220,1750951818286,-999,-999,816,874.25
221,1750951818408,-999,-999,816.5,874
222,1750951818538,-999,-999,817,873.75
223,1750951818660,-999,-999,816,874.75
224,1750951818786,-999,-999,815.75,873.75
225,1750951818914,-999,-999,816,874
226,1750951819035,-999,-999,816.5,874.5
227,1750951819162,-999,-999,815.75,873.25
228,1750951819290,-999,-999,817.25,874.75
229,1750951819419,-999,-999,816.5,873.25
230,1750951819542,-999,-999,817,873.75
231,1750951819662,-999,-999,816.5,875.5
232,1750951819789,-999,-999,816,874.25
233,1750951819916,-999,-999,815.75,874.5
234,1750951820040,-999,-999,818,875
235,1750951820165,-999,-999,815.25,873.25
236,1750951820288,-999,-999,816.25,874
237,1750951820417,-999,-999,816,874.25
238,1750951820539,-999,-999,816,874
239,1750951820663,-999,-999,816,874.5
240,1750951820786,-999,-999,815.25,874.25
241,1750951820914,-999,-999,815.25,874
242,1750951821036,-999,-999,816.25,873
243,1750951821162,-999,-999,816.75,873.5
244,1750951821284,-999,-999,816.25,874.5
245,1750951821412,-999,-999,815.25,873.75
246,1750951821536,-999,-999,816,873.75
247,1750951821662,-999,-999,816,874.25
248,1750951821794,-999,-999,815.5,873.75
249,1750951821923,-999,-999,815.75,874.25
250,1750951822052,-999,-999,816.25,874.25
251,1750951822175,-999,-999,815.25,874
252,1750951822302,-999,-999,816.25,874
253,1750951822426,-999,-999,815.5,873.25
254,1750951822547,-999,-999,816.5,874.25
255,1750951822670,-999,-999,816.25,874
256,1750951822794,-999,-999,816.5,873.75
257,1750951822922,-999,-999,817,874.25
258,1750951823044,-999,-999,816,874.25
259,1750951823173,-999,-999,815.5,874.25
260,1750951823303,-999,-999,816.5,873.25
261,1750951823431,-999,-999,816.5,874.25
262,1750951823557,-999,-999,816,873.5
263,1750951823687,-999,-999,816,873
264,1750951823819,-999,-999,816.5,873.5
265,1750951823947,-999,-999,815.75,873.5
266,1750951824070,-999,-999,816,874.5
267,1750951824193,-999,-999,816.25,874
268,1750951824321,-999,-999,816.5,874
269,1750951824449,-999,-999,816.5,873.5
270,1750951824571,-999,-999,817,873.5
271,1750951824695,-999,-999,817,873.75
272,1750951824823,-999,-999,816.5,873.75
273,1750951824947,-999,-999,817.25,873.75
274,1750951825073,-999,-999,817,873.25
275,1750951825199,-999,-999,816.75,873.75
276,1750951825322,-999,-999,816,874
277,1750951825445,-999,-999,815.25,873
278,1750951825576,-999,-999,815,874.25
279,1750951825698,-999,-999,816,873.5
280,1750951825824,-999,-999,816.5,874.25
281,1750951825955,-999,-999,815,874.25
282,1750951826090,-999,-999,815.25,873.75
283,1750951826142,-999,-999,816.75,874.25
284,1750951826193,-999,-999,816.5,873.75
285,1750951826235,-999,-999,814.75,873.75
286,1750951826299,-999,-999,817,873.25
287,1750951826338,-999,-999,815.75,873.5
288,1750951826386,-999,-999,815.5,873.75
289,1750951826438,-999,-999,817.25,874
290,1750951826486,-999,-999,816.5,873.75
291,1750951826537,-999,-999,815,873.75
292,1750951826586,-999,-999,816,873.75
293,1750951826637,-999,-999,816,874
294,1750951826687,-999,-999,817,873.5
295,1750951826738,-999,-999,816.5,873
296,1750951826788,-999,-999,815,873.5
297,1750951826838,-999,-999,816,873.5
298,1750951826888,-999,-999,815.5,873
299,1750951826937,-999,-999,816.25,874
300,1750951826988,-999,-999,815.75,874.25
301,1750951827037,-999,-999,816.25,873.75
302,1750951827090,-999,-999,816.5,873.5
303,1750951827139,-999,-999,816.25,873.25
304,1750951827189,-999,-999,816.5,875.25
305,1750951827238,-999,-999,816.5,873.75
306,1750951827296,-999,-999,817,874
307,1750951827339,-999,-999,815.75,873.25
308,1750951827400,-999,-999,815,873
309,1750951827442,-999,-999,816,873.25
310,1750951827489,-999,-999,816.75,874
311,1750951827539,-999,-999,817,873
312,1750951827591,-999,-999,815.75,874.25
313,1750951827650,-999,-999,817.25,873.75
314,1750951827696,-999,-999,815.75,875
315,1750951827739,-999,-999,816.5,874.25
316,1750951827790,-999,-999,816.75,873.75
317,1750951827840,-999,-999,815.75,874.5
318,1750951827895,-999,-999,816,873.5
319,1750951827943,-999,-999,814.75,874
320,1750951827995,-999,-999,816.75,874.25
